root_news,label
"***WARNING - Those who have been injected with the experimental mRNA Gene Therapies may to want to sit down before watching this video

Dr. John Campbell presents new peer reviewed papers which confirm the presence of mRNA nanostructures in the COVID-19 injectables

NOTE: I have screen recorded this video because YouTube will very likely censor it and take it down shortly.  I have also uploaded it to my censorship free Rumble channel for those who wish to share it on other SM platforms, or with friends and family who are not on X: 
https://t.co/v0CBOC4uhJ

For those wishing to conduct their own research, and for all the sceptics out there, I have listed all of Dr. Campbell's notes, research and source links below...

""Real-Time Self-Assembly of Stereomicroscopically Visible Artificial Constructions in Incubated Specimens of mRNA Products Mainly from Pfizer and Moderna: A Comprehensive Longitudinal Study  https://t.co/waJHeMmDkH

Our observations suggest the presence of some kind of nanotechnology in the COVID-19 injectables.  International Journal of Vaccine Theory, Practice, and Research  https://t.co/ypi0lH4O78

Full version of the journal Vol. 3 No. 2 (2024): Injuries, Causes, and Treatments, Part 2 https://t.co/3dDqfnioCl

Creative Commons link https://t.co/AscFAWg82z

Observable real-time injuries at the cellular level in recipients of the “safe and effective” COVID-19 injectables are documented here for the first time,  with the presentation of a comprehensive description and analysis of observed phenomena.

The global administration of these often-mandated products from late 2020 triggered a plethora of independent research studies of the modified RNA injectable gene therapies,   most notably those manufactured by Pfizer and Moderna.

Analyses reported here consist of precise laboratory “bench science” aiming to understand why serious debilitating, prolonged injuries (and many deaths) occurred increasingly without any measurable protective effect

The contents of COVID-19 injectables were examined under a stereomicroscope at up to 400X magnification.

Carefully preserved specimens were cultured in a range of distinct media to observe immediate and long-term cause-and-effect relationships between the injectables and living cells under carefully controlled conditions.

From such research, reasonable inferences can be drawn about observed injuries worldwide that have occurred since the injectables were pressed upon billions of individuals.

In addition to cellular toxicity, our findings reveal numerous — on the order of 3~4 x 106 per milliliter of the injectable   — visible artificial self-assembling entities ranging from about 1 to 100 µm, or greater, of many different shapes.

There were animated worm-like entities,   discs, chains, spirals, tubes,   right-angle structures containing other artificial entities within them  All these are exceedingly beyond any expected and acceptable levels of contamination of the COVID-19 injectables,   and incubation studies revealed the progressive self-assembly of many artifactual structures.

As time progressed during incubation, simple one- and two-dimensional structures over two or three weeks became more complex in shape and size developing into stereoscopically visible entities in three-dimensions.

They resembled carbon nanotube filaments, ribbons, and tapes,  some appearing as transparent, thin, flat membranes,   and others as three-dimensional spirals, and beaded chains.

Some of these seemed to appear and then disappear over time.   Our observations suggest the presence of some kind of nanotechnology in the COVID-19 injectables.

Dr. Young Mi Lee, Jeju, Jejudo, 63098, Republic of Korea (South Korea)""

@TuckerCarlson @natalimorris @ReginaWatteel @KarlDHarrison @jordanbpeterson @elonmusk @WoodReporting @NChartierET @Inquiry_Canada @PierrePoilievre @CPC_HQ @ColinCarrieCPC @DrJBhattacharya @DavidKrayden @brianlilley @rupasubramanya @rustyrockets @therationalpost @ryangerritsen @TheRedactedInc @dbongino @bennyjohnson @charliekirk11 @realDonaldTrump",1
"In the 1960s a miraculous treatment for chronic pain, traumatic injury, strokes and spinal cord paralysis was discovered that spread across America like wildfire—until the FDA buried it.

Here, 60 Minutes exposed the FDA using the same playbook they used throughout COVID-19. A🧵 https://t.co/Bh0dcjNk5w",1
"Millions of patients hospitalized for COVID-19 were deliberately murdered at the behest of the government by being hooked up to ventilators, while being denied life-saving medication such as ivermectin, hydroxychloroquine and vitamin D, according to top doctor Mark Bishofsky.

https://t.co/opUDR9o3ER",1
"How did they know, and how did we miss this? 

The CEO of Moderna, Stéphane Bancel, confessed that their company manufactured 100,000 doses of 
COVID-19 vaccine in 2019. 

In 2019 he stated: “Next year we’re going to need to make 1 billion doses. There’s going to be a pandemic.” 

Some people need to start going to jail.",1
"People they knew and the pharmaceutical companies continues to be protected. They will never come out and relate the Covid shot to the illness that we are seeing more and more of than ever before.
But I can promise you this administration, mandated those experimental shots and use the American people as guinea pigs. They will not mandate the bird flu shot because the election is coming up but if they are able to win, they will be mandating the bird flu shot after the election ( remember our government officials was exempt )and the people who complied with the Covid you are their property. You have no choice but to take that bird flu shot. The unvaccinated we will be put in concentration camps. I don’t care if you like Trump or not you better pray he wins! With Trump, you had a choice. I don’t trust any healthcare agencies at this point. Our healthcare system needs a revamp. There are natural remedies that can help you then a poisonous medication that will affect other organs. Take this medication to counteract this medication.🤦‍♀️",1
"“One million people died in the US, maybe 20 million worldwide. And it was funded by the US Govt, approved by Anthony Fauci.”

The US Govt is responsible for the creation of Covid-19. Millions have died. The biggest crime against humanity. Now what?
https://t.co/3GcNGD243d",1
The US Govt gave Covid-19 to the world. Millions died. Where’s the outrage? Where are the leaders seeking Justice and compensation? Where are the consequences for the biggest crime ever committed against humanity? Stop using the US dollar in global trade. https://t.co/RwSepzfwkW,1
This man and his bioweapon scientists created Covid-19 with US Govt funding. A mass murderer who can’t remember anything about his crimes against humanity. https://t.co/YFrcPfHwTK,1
"CRIMES Against Humanity. 

There MUST be ARRESTS. 

“There’s synthetic DNA contamination in Pfizer and Moderna's COVID-19 drugs. This is not merely a scientific anomaly…it is a NATIONAL CRISIS…”https://t.co/L7ncLa5Lic",1
"🚨 Pfizer CEO Facing Life in Prison for Lying to Billions About COVID Vaccine

Pfizer's CEO Albert Bourla’s bare-faced lies that fuelled one of the biggest health scandals in recent history. Bourla assured the world that COVID-19 vaccines were safe and effective, raking in hundreds of billions of dollars as a result.

But for countless individuals, those assurances have come at a devastating cost - vaccine injuries, careers cut short, lives lost, and children left without parents, with many children collapsing from heart failure themselves.

While the mainstream media continues gaslighting the masses into believing children have always suffered cardiac arrests, a Dutch judge is taking the first steps towards holding the Covid cabal accountable.",1
Covid-19 vaccines are destroying your gut microbiome and immune system! https://t.co/lDip89kVGm,1
BREAKING: Newly released email reveals that the COVID-19 virus was developed as part of a DARPA grant overseen by Peter Daszak &amp; Ralph Baric. https://t.co/l8aLrhYH2o,1
"@newstart_2024 WHO Director General @DrTedros you are a confirmed genocide terrorist that is blackmailed and controlled by Bill Gates and the CCP. Your time for justice is coming.
https://t.co/8mCvG7lijT",1
"Coronavirus was the product of 54 years of research aimed at developing a biological weapon. Whether it escaped from the Wuhan Lab accidentally, or was deliberately released, doesn’t matter.

The fact remains COVID-19 is a man-made disaster and those responsible must be held accountable.

Call a Royal Commission now!

This almost 23 minute video is from the 3rd International COVID Summit | May 2023

For citations, view here: https://t.co/hTF6l9uPvs",1
"Following the rollout of COVID-19 mRNA vaccines, cases of myocarditis surged, particularly among young and otherwise healthy individuals. Now, the Cleveland Clinic has issued a disturbing update: around 50% of those affected by vaccine-induced myocarditis are not expected to survive beyond five years.

https://t.co/4B0iJmZVPm",1
"NO Pardons for the EVIL Dr. Fauci.

“Coronavirus, COVID-19. The whole thing was premeditated. It was murder. It was active terrorism by a state against the world. Let's call it what it is…” https://t.co/b20HsQQi36",1
"The US Centers for Disease Control and Prevention (CDC) has made the shocking admission that Covid mRNA vaccines reduce every vaccinated person’s lifespan by a staggering 24 years.

It comes as the long-term consequences of Covid-19 vaccination are now being realized.

It recently emerged that Moderna admitted that its vaccines cause cancer.

Dr. Robert Malone, the inventor of mRNA technology, revealed the staggering admission during an explosive congressional testimony.

https://t.co/mjNPmSvpJH",1
"@EdKrassen I’ve posted 7000+ sudden deaths

All were COVID-19 Vaccinated",1
"Sunlight increases your body’s production of Vitamin D which fights cancer. Sunscreen is full of chemicals that cause cancer.

Chemical sunscreens often contain the ingredients oxybenzone or octinoxate which are hormone disruptors, so it is important to check the labels and avoid these ingredients.",0
"How to boost your immune system properly:

Lifestyle
- healthy bodyweight
- nutritious diet
- 7-9 hours sleep
- strength training
- cardio training 
- drink water
- daily sunlight
- avoid alcohol
- no smoking

Supplements
- vitamin C
- vitamin D
- zinc
- fish oil
- quercetin

💪🏾",0
60% of people who attempted suicide are vitamin D deficient.,1
"If you take Vitamin C supplements, make sure you drink enough water.

Vitamin C, in excess, has been related to kidney stones.

So don't take more than 2000mg a day. 

Share to help someone.",0
"DOWNSIDES OF VITAMIN C ABUSE

Vitamin C is great, but many of you do not know it shouldn't be overused. In fact some people take it like it's Tom Tom.  Here are reasons why it should be taken in moderation. https://t.co/cnyS5ZNaoX",0
Vitamin Cheat Sheet👇🏽 https://t.co/3Lte0LYRXC,1
"Researchers successfully reverse Alzheimer’s in mice, new study shows https://t.co/wBiBusVo84 https://t.co/jWdLRWjHNX",0
"4 Ways Excess Sugar Poisons Your Heart...
Dr Jeremy London, MD

1: Insulin Resistance...which leads to Metabolic Syndrome. A constellation of abdominal obesity, high blood pressure, high triglycerides & low HDL which are all cardiovascular risk factors.

2: Fatty Liver...any excess glucose is turned into fat cells, which the liver stores. Over time, fat cells replace liver cells, leading to fatty liver disease. This results in toxic levels of heart damaging triglycerides & at the same time protective HDL levels plummet.

3: Inflammation & Oxidative Stress...from excess sugar is the driver of chronic disease, including heart disease. Excess sugar increases free radical formation in the bloodstream & directly injures blood vessels.

4: High Uric Acid...is produced from excess sugar which then shuts off crucial & vital Nitric Oxide production for heart health. Without Nitric Oxide's protective effect on blood vessels, blood pressure can rise to dangerous levels.

All of these can be reversed by adopting a Low Carbohydrate whole foods way of eating. A ketogenic carb restricted diet focusing on nutrient dense animal foods that eliminates:

Ultra Processed Foods
Processed Sugar
Seed Oils
High Carb Starches

Contrary to what the current USDA ""Food Guidelines"" are...Cheerios, Margarine & Soy Milk are not ""heart healthy.""

The most healing & proper human diet on the planet is built upon the foundations of Ruminant Meat, Eggs, Pastured Poultry, Wild Caught Fish, Butter, Ghee & Tallow. These promote vibrant health to shine & encourage disease prevention with increased longevity.

👇Sugar Consumption Causes Metabolic Disease👇
https://t.co/xDZ52URj8a
👇Excess Sugar Causes Fatty Liver Disease👇
https://t.co/vGuFoej7o6
👇High Glucose Hinders Nitric Oxide Production👇
https://t.co/T7dQPcMaPe",0
"You know what’s Anti-Science?

- Claiming that you can be healthy at every size.
- Claiming that type 2 diabetes is a chronic, progressive disease.
- Claiming that high blood pressure is a salt intake problem.
- Claiming that red meat causes cancer.
- Claiming that vaccines don’t have potential serious side effects.

You know what’s Pro-Science?

- Acknowledging that obesity is a health hazard.
- Understanding that type 2 diabetes is a dietary disease.
- Understanding that high blood pressure is often a metabolic issue, not a salt intake problem.
- Understanding that red meat is the healthiest food on the planet. 
- Demanding long-term safety studies on vaccines before injecting millions of healthy people, just as other medications are rigorously tested.",0
"CDC confirms first severe case of H5N1 Bird Flu in the U.S. While an investigation into the source of the infection is ongoing, it has been determined that the patient had exposure to sick and dead birds in backyard flocks.

No person-to-person spread of H5 bird flu has been detected. This case does not change CDC’s overall assessment of the immediate risk to the public’s health from H5N1 bird flu, which remains low.

Read full statement: https://t.co/a3XJb9zc31",0
"The amount of stress and anxiety caused from a disaster can be overwhelming for children. They may not fully understand what is going on or know how to cope. To learn more about how to help children cope with hurricane #Helene and #Milton, visit: https://t.co/pXZTp7VqrD https://t.co/c0glDevHpM",0
"Each year in the U.S. more than 470,000 adults are estimated to die from cigarette smoking &amp; certain groups of people are at greater risk for disease, disability, &amp; death due to commercial tobacco use. (1/2)
#EndTobaccoDisparities #SGR https://t.co/rdNMUn1cJK",0
"E. COLI OUTBREAK UPDATE: Fresh, slivered onions are the likely source of illness in this outbreak. These onions are no longer available for sale to food service operators, and it is not likely they went to grocery stores or directly to consumers. Read full update:
https://t.co/yapLIlZj9U",0
"A good nights’ sleep contributes to a student’s overall health and well-being. Kids 9-12 years old should get 9-12 hours of sleep a night, and teens aged 13-18 should get 8-10 hours. #BackToSchool https://t.co/ZtL8Tw9Cf8",0
"#DYK flu viruses can change from year to year?

That’s why the flu vaccine is updated every year to protect against new flu strains.

Protect yourself and your family by getting the yearly flu shot: https://t.co/tdYbguKJ7f 

#VaccinesWork https://t.co/ErqDRw594o",0
News: Long-term exposure to air pollution linked to blood clots in veins that bring blood to the heart https://t.co/KDCT0PNoTJ,0
"An NIH-supported study found that older adults who ate a diet rich in leafy greens and other vegetables, fish, beans, and whole grain were less likely to have problems with thinking and memory. https://t.co/H5gV1vUwgE https://t.co/pPHnoXIsrg",0
News: Single mutation in H5N1 influenza surface protein could enable easier human infection https://t.co/6KaMSQH6DR,0
"An NIH-supported study found that grip strength, knee strength, and balance begin to decline significantly in the decades after age 50. Working on balance and strength can help you stay healthier as you age. https://t.co/Ddhy2I2OWg https://t.co/DV4COTTEGw",0
News: Use of metformin in adults with diabetes linked to lower risk of long COVID https://t.co/MIxV6xZcP9,0
"Common #eWaste items include unwanted or discarded:

🖨️ printers
🎧 headphones
📱 smartphones
🖥️ computers
📷 digital cameras
etc.

They usually contain toxic substances and must be recycled appropriately https://t.co/AMQZfwOzcI https://t.co/Dr1dpz1cii",0
"Flu can be mild, severe, or even fatal. It causes 290,000 to 650,000 deaths globally every year.

Make sure you take the preventive measures:
✅Get the #flu shot.
✅Cover coughs and sneezes with a bent elbow or a tissue. Dispose of the used tissue in a closed bin.
✅Wash your hands regularly.
✅Stay home if you feel sick.
✅Open windows when possible to encourage air flow.
✅Avoid touching your eyes, nose and mouth.
✅Avoid close contact with a sick person.
✅If you are experiencing mild flu symptoms and need to leave your home, wear a mask.

Protect yourself and your loved ones and #KeepFluAway.",0
"Researchers have proclaimed a new era for psychiatric medicine.

This new schizophrenia drug could treat Alzheimer's disease.
 https://t.co/fTOXnNK3PI",0
"A study that stoked enthusiasm for the now-disproven idea that a cheap malaria drug can treat COVID-19 has been retracted — more than four-and-a-half years after it was published

https://t.co/HOnEd8W6VA",0
"The skin — once thought to be a mainly passive barrier — can produce its own antibodies that fight off infections

https://t.co/7JH5sAJtvh",0
Researchers have identified 13 proteins in the blood that predict how quickly or slowly a person’s brain ages compared with the rest of their body https://t.co/tsVvqq378i,0
"In the 20 years since the term “microplastics” was first coined, a rapidly growing body of research has consistently shown how pervasive and problematic the pollutants have become. 

A recent #ScienceReview provides an overview of this research and the progress made in understanding #microplastics. https://t.co/B2DVGXrCK9",0
"Although tricky to target, #ProstateCancer cells that lack p53 still depend on the integrated stress response and can be killed with inhibitors of the enzyme GCN2 that disrupt #purine synthesis. 

Read more in @SciSignal: https://t.co/1WUumhoVh9 https://t.co/h9foMq1vC5",0
"A drug for Alzheimer’s disease has won unanimous approval from independent scientists advising the US Food and Drug Administration, bringing the treatment closer to use in the clinic https://t.co/XwvIaaq7ET",0
Smoking cigarettes reportedly leads to brain shrinking and may increase your risk for Alzheimer’s https://t.co/rgXIVBhkyl,0
"Scientists glue two proteins together, driving cancer cells to self-destruct. 

A new molecule developed by Stanford Medicine researchers tethers two proteins that together switch on self-destruction genes in cancer cells.

https://t.co/4kxXcS6RTg https://t.co/mSMxX13fTE",0
"Not only should the clock change be abolished, but Permanent Standard Time should be adopted for its alignment with our circadian biology and relevance to health and safety. Read NSF's Position Statement on Permanent Standard Time published in 2021.  https://t.co/pU4yKMh9II https://t.co/6ALDRRdAw8",0
"News 👉A new study published in Nature Communications has unveiled a crucial connection between chronic #infection with Cytomegalovirus (HCMV), and the development of #Alzheimer’s disease in certain individuals: 

https://t.co/Ij5dTAUz0t",0
"A combination of two experimental drugs appears to slow the decline of patients with amyotrophic lateral sclerosis, an illness often known as ALS or Lou Gehrig's disease.
https://t.co/lE2AqO4Ogv",0
"BREAKING NEWS REUTERS:

Pfizer is being sued by state of Kansas for misleading the public about its COVID-19 vaccine by hiding risks while making false claims about its effectiveness 

‘The lawsuit claims that, beginning shortly after the vaccine's rollout in early 2021 Pfizer concealed evidence that the shot was linked to pregnancy complications, including miscarriage, as well as inflammation in and around the heart, known as myocarditis and pericarditis’ 

IN OTHER WORDS THIS mRNA JAB SHOULD NEVER HAVE BEEN INJECTED INTO A SINGLE HUMAN BEING 😡 

A significant step to expose one of the greatest crimes against humanity with horrific consequences we will ever witness 

The fight against corporate psychopathic tyranny continues 🔥🔥🔥

https://t.co/fqXkbLKR3A",1
"Instant noodles are one of the most useless foods thereof. 

It causes cancer, hypertension, irregular menstruation, kidney damage, stomach ulcer and hormonal imbalance.

Your kid’s health is in great danger if you feed them consistently with it. 

 https://t.co/3PeBHgCd4P",1
"Beetroot treats 

-Cancer
-Arthritis 
-Anaemia 
-Diabetes 
-Dementia
-Constipation
-Hypertension
-Heart disease
-High cholesterol 

Add slices to your salad, extract juice by blending or prepare smoothie with it and drink a cupful once daily. 

Repost for others. https://t.co/gl1w16M2P4",1
"Foods that worsen hypertension 

* Bread &amp; wheat

* Rice

* Sugar

* Fruits

* Modern tomatoes 

* Irish potatoes

* Seed oils

* Processed meats eg sausages

Stay away from these foods. 

You were not condemned to live on anti-hypertension drugs for life.

#WellnessExperts",1
"Miracle leaves (Taameawu, abamoda) helps in the treatments and management of; 

🍀Kidney stones
🍀Heart burns
🍀Hypertension
🍀Diabetes

Boil for 15minutes and drink 60mls twice daily… You can also chew 1 to 2 matured leaves twice daily… The kidney stones are expected to be dissolved within a period of 4months. For diabetes and hypertension, daily intake helps in its management🤝",1
"Are you suffering from prostate enlargement or cancer, urine retention, hypertension?

🪴Amaranthus spinosus (nantwi bin in twi) is the best remedy. Harvest the leaves, wash, dry, mill into powder. Infuse 2 teaspoonful in 150ml hot water. Take 2x dly. You can boil as decoction. https://t.co/5vpsSFqUUf",1
"BREAKING: After over a century of fruitless scientific research, influenza finally eradicated ... by SARS-CoV-2.

It's a miracle. https://t.co/072bc5kDrH",1
"Russia has developed a cancer vaccine that will be free. Cuba has a lung cancer vaccine.  China has a cure for diabetes.

The US has a Health Insurance industry that turns down claims and kills people.",1
"The leaves and roots of Milk thistle (Silybum marianum ) has clinically been shown to repair Damaged liver🍀💚…. The powerful drug called Silymarin which are prescribed to patients with Hepatitis B and Liver damage is obtained from this plant🫂

Add one tablespoon of the powdered milk thistle to 100mls of warm water and drink, twice daily…. It takes less than three weeks to see improvement💚",1
"Plants you can grow at your home and their Best uses   🍃🍃

Dandelion - Liver -Jaundice, hepatitis, enlarged liver, Arthritis. 

Mallow - Constipation, Gangrene, Ulcer, Leaky Gut, Acid reflux. 

Milk Thistle - Liver diseases-Jaundice, hepatitis B, biliousness, Cirrhosis, Gilbert syndrome (excess bilirubin). 

Sage - Candidiasis, difficult menses, cold, typhoid, ADHD, night sweat, tonsillitis. 

Usnea - Sinusitis, Pneumonia, Leucorrhoea, UTI, Malaria, cystitis. 

Primrose - Bronchitis, cramps, headache, muscle spasm, paralysis. 

Peppermint - hangover, migraine, headache, abdomen distension, indigestion, genital herpes.

Echinacea - bacterial infection, sore throat, snake bite, AIDS, Angina. 

Lemon Balm - Peptic ulcers, Acid reflux, wounds, stings, anxiety, hyperthyroid. 

Self Heal - Ulcers, wounds, bruises, burns, cuts. 

Chickweed - Rheumatism, Psoriasis, Enlarged liver, skin diseases, abscess.

Get Yours Now:
🛒 https://t.co/CB7CdsOsEi
🛒 https://t.co/CB7CdsOsEi",1
"The first DAY of your babies life, they will be injected with:

Hepatitis B (only can get it thru sex or needles) includes aluminum

Vitamin” K (polysorbate 80 and aluminum) 

Both are not needed. There’s a black box warning label on the vitamin K shot and if you read the ingredients of them both, you’d never ever give another shot of any kind ever again. 

Day ONE. There is NO safe amount of aluminum and babies get two injections which go straight to the BRAIN. 

The drs will insist your baby
needs these. They will bully and scare you. They ARE DIABOLICAL and LYING TO YOU. 

When will parents wake up? YOU ARE ALLOWING THEM TO HARM YOUR BABY. Stand up, push back and say NO. 

Until this stops (and it will) PARENTS NEED TO PUSH BACK AND SAY ABSOLUTELY NOT. Ask to read the INSERTS. 

And don’t get me started on the childhood (autism/cancer/ immune wrecking) “schedule” of poisons…",1
"The FDA safe limit of Aluminum is 25mcg BUT, babies get 250mcg on the first day of life with the Hepatitis B vaccine alone. 

 Remember, ingested and injected are 2 different biological processes. 

Does Injecting 10 times the amount of Aluminum deemed safe into a day old infant seem logical and safe to you?",1
"If you are allowing your newborn to receive a hepatitis b vaccine, you are failing your first test as a parent.

No, they don’t want what’s best for you.",1
"The Vast Majority of Newborns DO NOT Need to get the Hepatitis B Vaccine, which has Formaldehyde and Aluminum in it… 

• Hepatitis B is spread by two routes 
— sexually transmitted 
— intravenous needles

• If you push your doctors about Hepatitis B and why your child should get it, they say… Americans are too stupid to get it later, and the child at daycare could trip over a needle at daycare that has hepatitis B on it.. 
—— “Has there ever been in history a human case where that happens?” NO

• The Hepatitis B vaccine is formaldehyde and aluminum in it, which is a neuro-toxin…
—— when a baby is getting several shots at once, their bodies are overloaded with toxic inputs.

• Once you follow the money, it paints a pretty sinister picture..
—— the American Academy of Pediatrics main funders are Meade Johnson that makes formula, the company that makes influenza vaccines
—— Abbot Nutrition which makes formula 
—— Cadbury Chocolate, which pays millions of dollars to the American Diabetes Association 

“These people are funding the organizations that cherry picks the research to make our pediatric guidelines…”

https://t.co/ljkYOCHc5X
Full Interview

The Vast Majority of Newborns DO NOT Need to get the Hepatitis B Vaccine, which has Formaldehyde and Aluminum in it… 

• Hepatitis B is spread by two routes 
— sexually transmitted 
— intravenous needles

• If you push your doctors about Hepatitis B and why your child should get it, they say… Americans are too stupid to get it later, and the child at daycare could trip over a needle at daycare that has hepatitis B on it.. 
—— “Has there ever been in history a human case where that happens?” NO

• The Hepatitis B vaccine is formaldehyde and aluminum in it, which is a neuro-toxin…
—— when a baby is getting several shots at once, their bodies are overloaded with toxic inputs.

• Once you follow the money, it paints a pretty sinister picture..
—— the American Academy of Pediatrics main funders are Meade Johnson that makes formula, the company that makes influenza vaccines
—— Abbot Nutrition which makes formula 
—— Cadbury Chocolate, which pays millions of dollars to the American Diabetes Association 

“These people are funding the organizations that cherry picks the research to make our pediatric guidelines…”

Clip
https://t.co/ljkYOCHc5X
Full Interview
https://t.co/mGgUDF6GEs",1
"For all persons with hepatitis B, You are guaranteed more than 98% recovery from your HEPATITIS B and C after taking this remedy🤝

For CHRONIC HEPATITIS B and C, boil the whole plant of phyllanthus amarus (twi: abomaguwakyi, Yoruba: dobisowo, Igbo: ngwu) for 30mins, take 100ml twice daily🍀

The same herb for KIDNEY STONES 💚..READ BELOW 👇",1
"BREAKING: U.S. Records Historic 1.3 Million COVID-19 Infections Per Day

As of August 19, 2024, the United States has hit a new milestone in the COVID-19 pandemic, with daily infections surging to 1.3 million. https://t.co/dy0HZ16f7V",1
The Government after they add the Ebola virus to the Popeyes sandwiches wiping out the entire Black population https://t.co/zse3syrlW3,1
"Reishi Mushroom Powder

Reishi has been known as the king of herbs or mushroom of immortality. Packed with beneficial compounds that can improve your health

√Strengthening the immune system
√Blood pressure and cholesterol reducer
√Anti-inflammatory properties
√Antioxidants.. https://t.co/ubIn8Vc1gs",1
"#BREAKING | Test report confirms beef fat, fish oil used in making laddus at Tirupati Temple

Tune in for all live updates here - https://t.co/oOhomGTHSp

#ChandrababuNaidu #AndhraPradesh #Tirupati https://t.co/aAml0sNrHd",0
"Sugar is the sweet destroyer of cellular health and heart health. In fact, sugar promotes atherosclerosis, obesity, insulin resistance, diabetes, high blood cholesterol and hypertension. There is a staggering intake of sugar in the diet - unknowingly.

The average American ingests a whopping 156 pounds of added sugar every year. Many have no idea they are ingesting this much as it is added to almost every food available.

Many folks are purchasing what they assume to be ‘healthy’ foods when in fact, they are preventing optimal health and heart health. They buy fruited yogurts which can have more sugar than a candy bar; they bring home whole wheat bread – eating 2 slices of whole wheat bread raises  your blood sugar more than eating 2 tablespoons of table sugar does and  fruit juice enters the picture too – which is simply liquid sugar. 

It is vital to read labels to check for added sugar.",0
"Breaking News: Over 700,000 Americans have died of Covid-19. This pandemic is the deadliest in U.S. history, overtaking the toll from the influenza pandemic of 1918 and 1919. Every age group under 55 saw its highest death toll of the pandemic this August. https://t.co/mNP4pysUKq https://t.co/X9FhcZFtey",0
BREAKING: The U.S.’s Covid-19 deaths have surpassed the toll of the 1918 influenza pandemic https://t.co/fnxhecfxcY,0
"🚨#BREAKING 

Pandemic experts express concern over avian influenza spread to humans

📌 Dr Jeremy Farrar, Chief Scientist at the WHO, said that the virus has an extremely high mortality rate among humans already infected with it. https://t.co/ItBNolHTiw",0
"BREAKING: 🇫🇮 Finland to start bird flu vaccinations for humans, in world first

""The vaccine will be offered to those aged 18 or over who are at increased risk of contracting avian influenza due to their work or other circumstances,""  Finnish Institute (THL) said in a statement. https://t.co/GoHmlXwDrl",0
"BREAKING: Dr. Caroline Quach, chair of Quebec's Immunization Cmte states severity of Covid disease in children is LESS than influenza.

Acknowledges widespread underlying immunity through vaccination and/or previous infection. https://t.co/Srdygm1YyQ",1
"#BREAKING: A COVID testing site at the Getty Center has detected LA's first case of flurona, a combination of influenza and coronavirus. https://t.co/POJ29MnEZD",0
"‼️😷‼️ BREAKING MEDICAL NEWS: The California Medical Board just emailed every doctor about a “Substantial Increase in Tuberculosis (TB)”. Why is this a BIG deal? In their own words:

“•In 2023, the number of reported tuberculosis (TB) cases increased by 271 (15%) from 1,842 in 2022 to 2,113 in 2023.  
•Since 2020, TB cases in California have been increasing each year for a total increase of 24%.  
•… the percentage of people with TB who die has been increasing. In 2010, 8.4% of people with TB died and in 2020, 13% of people with TB died.”

So we have 24% increase in TB cases and now it has a 13% death rate! And unlike COVID, this is not an exaggeration! 

What is TB? “TB is an illness caused by the bacteria Mycobacterium tuberculosis. TB usually affects the lungs and spreads through the air when a person sick with TB coughs. Not everyone infected with the bacteria becomes sick. People that have been infected but are not sick have LTBI. People with LTBI can become sick with TB disease in the future if they do not take treatment for LTBI.”

But WHY the surge?? Well there’s more. In their own words: “TB in California particularly affects people who were born outside the United States with more than 80% of cases occurring in this group. The rate of TB among people born outside the United States is many times higher than among those born in the United States.”

How are we suddenly seeing a surge of people born outside the United States, who are carrying TB, actively infected by TB, and dying from it, while also potentially spreading it throughout the community? The answer is very likely illegal immigration. Here is why:

While TB has historically not been a problem in the United States after this horrible infection was largely eradicated many years ago, it remains a major problem in many parts of the world, including Mexico and central and South America. This is why getting an immigrant visa or green card requires a thorough medical examination INCLUDING TB blood test, chest x-ray if needed to rule out TB, numerous vaccinations including COVID, and testing for several sexually transmitted diseases, not to mention screening for alcohol and drug abuse. When we talk about legal immigration, these are some of the key components that we largely ignore. But we have these rules in order to prevent people from abroad from bringing in deadly infections. 

This recent surge in tuberculosis cases, not to mention the recent outbreak of measles infections in illegal immigrant shelters in the Midwest, is proof that we are not doing what is absolutely essential to maintain public health. As the alert mentioned, tuberculosis has a 13% death rate. And the only way to avoid it is to wear an N 95 mask incidentally! This is the one disease for this mask was actually created!

Public health must become a key component of this conversation. Our immigration crisis is not only about public safety and economics, but has very clear and immediate health ramifications as well. No one wants tuberculosis to exist in our country in the way that it exists outside the United States. And there’s no vaccine for it as well!

Let’s make this a priority. Asap.",1
BREAKING: California's Long Beach declared a public health emergency after a tuberculosis outbreak left one person dead and nine others hospitalized. - KTLA,0
"A Superbug that was developed inside the International Space Station is drug resistant to antibiotics. The superbug is officially named Enterobacter bugandensis and is wholly distinct from its earthly counterparts. What is the good that comes out of developing these superbugs? I, for one, don't know,but consider it dangerous. 

https://t.co/8OSVM8LrP7",1
Artificial intelligence has helped scientists discover an experimental antibiotic that can kill a deadly species of superbug https://t.co/DGEHGBZWGy,0
"@Aggie1994inWA @deeperfectgem @sportsidiocracy The rise in fungal infections is directly connected to COVID. COVID wrecks your immune system, which leaves you vulnerable to opportunistic infections, such as fungi that normally would stand no chance. 
https://t.co/LdGP8mxkHv",0
